"NMU","ANO","PIB","PIBpC","VABT","VAAGRO","VAAGRO_R","VAIND","VAIND_R","VASERV","VASERV_R","VAADESS","VAADESS_R","X","IDBEF1","IDBEF2","IDBEM","IDBFF1","IDBFF2","IDBFM","IDBMF1","IDBMF2","IDBMM","IRE_F1","IRE_F2","IRE_M","IRF_F1","IRF_F2","IRF_M","IRM_F1","IRM_F2","IRM_M","NSLPE_F1","NSLPE_F2","NSLPE_M","NSLPF_F1","NSLPF_F2","NSLPF_M","NSLPM_F1","NSLPM_F2","NSLPM_M","NSME_F1","NSME_F2","NSME_M","NSMF_F1","NSMF_F2","NSMF_M","NSMM_F1","NSMM_F2","NSMM_M","NSMPE_F1","NSMPE_F2","NSMPE_M","NSMPF_F1","NSMPF_F2","NSMPF_M","NSMPM_F1","NSMPM_F2","NSMPM_M","TAE_F1","TAE_F2","TAE_M","TAF_F1","TAF_F2","TAF_M","TAM_F1","TAM_F2","TAM_M","CENSO","MCEXT","CTRY","US","REM","RIT","RSIUP","RCC","RCO","RSE","RAP","RAECP","IDHME"
"Mozarlândia","2019",744628000,"44.129",655887000,40547000,0.0618201001087077,288041000,0.439162538669009,247330000,0.377092395488857,79969000,0.121924965733427,1369,NA,4.3,NA,NA,NA,NA,5.7,4.9,NA,NA,0.85379398,0.87621999,NA,NA,NA,0.92685199,0.93823099,NA,NA,255.94,NA,NA,NA,NA,215.33,254.42,NA,NA,249.66,NA,NA,NA,NA,222.17,256.04,NA,NA,5.0933328,NA,NA,NA,NA,6.1194019,5.1746669,NA,NA,85.4,86.7,NA,NA,NA,93,93.7,NA,14413.5,"Carnes de animais da espécie bovina, congeladas Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas Carnes de animais da espécie bovina, congeladas Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, frescas ou refrigeradas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, frescas ou refrigeradas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, frescas ou refrigeradas Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Tripas, bexigas e estômagos de animais, exceto peixes, inteiros ou em pedaços, frescos, refrigerados, congelados, salgados, secos ou defumados Carnes de animais da espécie bovina, congeladas Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Produtos de origem animal, não especificados nem compreendidos em outras posições; animais mortos dos Capítulos 1 ou 3, impróprios para alimentação humana Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, frescas ou refrigeradas Carnes de animais da espécie bovina, frescas ou refrigeradas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, congeladas Carnes de animais da espécie bovina, frescas ou refrigeradas Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas Tripas, bexigas e estômagos de animais, exceto peixes, inteiros ou em pedaços, frescos, refrigerados, congelados, salgados, secos ou defumados Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas","Palestina Gana Montenegro Congo, República Democrática Azerbaijão Albânia Mayotte Espanha Suécia Portugal Níger Israel Reino Unido Costa do Marfim Gabão Suécia Hong Kong Itália Hong Kong Países Baixos (Holanda) China Hong Kong Singapura Peru Filipinas Alemanha Paraguai Argentina Países Baixos (Holanda) Espanha Níger Arábia Saudita Alemanha Paraguai China China Angola Congo Azerbaijão",455598264,0,2067.73,0,1476.55,1587.12,2409.52,2612.86,1941.26,NA
"Itarumã","2019",240312000,"33.295",227972000,89403000,0.39216658186093,47781000,0.209591528784237,52305000,0.22943607109645,38483000,0.168805818258383,1338,NA,4.5,3.3,NA,NA,NA,7.2,NA,NA,NA,0.831092,0.71691799,NA,NA,NA,0.98552001,NA,NA,NA,259.75,273.14,NA,NA,NA,237.14,NA,NA,NA,266.57,273.36,NA,NA,NA,263.72,NA,NA,NA,5.4386668,4.618052,NA,NA,NA,7.3086948,NA,NA,NA,83.6,69.1,NA,NA,NA,98.6,NA,NA,6150.75,NA,NA,NA,0,1224.7,4840.19,1731.3,1569.99,2684.99,2029.33,1815.35,NA
"Brazabrantes","2019",66314000,"30.317",61172000,9531000,0.15580657817302,16621000,0.271709278754986,16242000,0.265513633688616,18778000,0.306970509383378,1253,NA,4.6,4.7,NA,NA,NA,6.3,NA,NA,NA,0.98593301,0.941091,NA,NA,NA,0.94859499,NA,NA,NA,247.5,295.54,NA,NA,NA,225.64,NA,NA,NA,235.07,279.67,NA,NA,NA,237.78,NA,NA,NA,4.7094998,5.0420051,NA,NA,NA,6.6047568,NA,NA,NA,98.6,94,NA,NA,NA,94.8,NA,NA,3802,NA,NA,NA,0,1589.69,1774.88,0,1139.18,1728.6,1693.49,1433.11,NA
"Amorinópolis","2019",67192000,"21.532",64821000,28713000,0.442958300550747,3235000,0.0499066660495827,14287000,0.220406966878018,18586000,0.286728066521652,1231,NA,5,4.9,NA,NA,NA,6.6,NA,NA,NA,0.97707498,0.92683399,NA,NA,NA,0.98717397,NA,NA,NA,254.44,302.67,NA,NA,NA,230.78,NA,NA,NA,254.32,286.19,NA,NA,NA,237.02,NA,NA,NA,5.1459999,5.2401738,NA,NA,NA,6.6837082,NA,NA,NA,97.7,91.7,NA,NA,NA,98.9,NA,NA,3157.5,NA,NA,NA,0,2615.79,0,1446.73,1271.3,1641.25,2488.94,1748.45,NA
"Santa Rita do Novo Destino","2019",98937000,"25.081",93911000,37689000,0.401326788129186,13758000,0.146500409962624,22741000,0.242154806146245,19724000,0.210028644141794,1423,NA,5.8,NA,NA,NA,NA,7.4,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,275.17,NA,NA,NA,NA,240.88,NA,NA,NA,273.7,NA,NA,NA,NA,263.79,NA,NA,NA,5.8148332,NA,NA,NA,NA,7.3780308,NA,NA,NA,100,NA,NA,NA,NA,100,NA,NA,2810,"Minérios de alumínio e seus concentrados Minérios de alumínio e seus concentrados","Bolívia Emirados Árabes Unidos",81644,2659.46,998,0,0,1709.47,1650.89,2089.43,1822.74,NA
"Caturaí","2019",72281000,"14.368",67705000,14508000,0.214282549294735,4334000,0.0640129975629569,22918000,0.338497895280998,25945000,0.38320655786131,1275,NA,4.8,NA,NA,NA,NA,5.7,NA,NA,NA,0.94924802,0.89452302,NA,NA,NA,0.95971102,NA,NA,NA,249.38,NA,NA,NA,NA,214.33,NA,NA,NA,255.44,NA,NA,NA,NA,215.05,NA,NA,NA,5.080667,NA,NA,NA,NA,5.9651599,NA,NA,NA,94.9,89.3,NA,NA,NA,95.6,NA,NA,5059.5,NA,NA,NA,1532,1299.83,0,1035.57,1454.99,1468.8,2466.86,1670.39,NA
"Petrolina de Goiás","2019",162926000,"15.238",152006000,35182000,0.231451390076708,8455000,0.0556228043629857,57356000,0.377327210767996,51012000,0.335592016104627,1397,NA,NA,NA,NA,NA,NA,6.1,NA,NA,NA,0.98291701,0.90475303,NA,NA,NA,0.99300998,NA,NA,NA,NA,NA,NA,NA,NA,209.44,NA,NA,NA,NA,NA,NA,NA,NA,230.11,NA,NA,NA,NA,NA,NA,NA,NA,6.1638379,NA,NA,NA,98,90.3,NA,NA,NA,99.3,NA,NA,9750.5,NA,NA,NA,0,1228.01,0,877.68,1387.74,2393.91,1484.72,1200.85,NA
"Itauçu","2019",162499000,"17.120",145738000,14263000,0.0978674058927665,16631000,0.114115741947879,75053000,0.514985796429209,39791000,0.273031055730146,1339,NA,5,4.7,NA,NA,NA,6.8,NA,NA,NA,0.922364,0.94218999,NA,NA,NA,1,NA,NA,NA,259.33,281.67,NA,NA,NA,231.02,NA,NA,NA,267.82,290.36,NA,NA,NA,245.05,NA,NA,NA,5.4526672,4.9845109,NA,NA,NA,6.8413162,NA,NA,NA,92.3,94.5,NA,NA,NA,100,NA,NA,7945.75,NA,NA,NA,0,1573.14,0,1486.73,1304.02,1700.46,2230.97,1546.84,NA
"Vila Propício","2019",208548000,"35.556",200380000,104542000,0.521718734404631,29325000,0.146346940812456,36267000,0.180991116877932,30246000,0.150943207904981,1462,NA,5.5,4.4,NA,NA,NA,NA,NA,NA,NA,0.981067,0.98114598,NA,NA,NA,1,NA,NA,NA,269.45,270.01,NA,NA,NA,NA,NA,NA,NA,268.95,269.76,NA,NA,NA,NA,NA,NA,NA,5.6403332,4.520494,NA,NA,NA,NA,NA,NA,NA,98.2,97.5,NA,NA,NA,100,NA,NA,5647.5,NA,NA,NA,2775.8,0,0,0,1293.39,1286.95,1735.63,1726.17,NA
"Chapadão do Céu","2019",1371472000,"139.626",1253839000,537746000,0.428879624896019,260726000,0.207942168013597,379320000,0.30252687944784,76047000,0.0606513276425442,1280,NA,NA,5.2,NA,NA,NA,6.4,5.8,NA,NA,NA,0.98274601,NA,NA,NA,0.93525797,0.95932001,NA,NA,NA,293.26,NA,NA,NA,236.66,280.79,NA,NA,NA,301.66,NA,NA,NA,241.58,283.1,NA,NA,NA,5.316432,NA,NA,NA,6.8774581,6.0650001,NA,NA,NA,97.9,NA,NA,NA,94,95.7,NA,11402.75,"Soja, mesmo triturada Algodão, não cardado nem penteado Algodão, não cardado nem penteado Milho Soja, mesmo triturada Milho Milho Algodão, não cardado nem penteado Milho Soja, mesmo triturada Algodão, não cardado nem penteado Algodão, não cardado nem penteado Algodão, não cardado nem penteado Algodão, não cardado nem penteado Milho Algodão, não cardado nem penteado Milho Soja, mesmo triturada Milho","Vietnã Turquia Índia Japão Taiwan (Formosa) Vietnã Egito Malásia Coreia do Sul China China Indonésia Paquistão Vietnã Malásia Bangladesh Taiwan (Formosa) Japão Irã",13257905,0,3678.45,3243.11,3060.09,2110.08,2578.84,3428.72,3169.72,NA
"Mossâmedes","2019",99093000,"21.609",93560000,35157000,0.375769559640872,8062000,0.0861693031209919,24931000,0.266470713980333,25410000,0.271590423257802,1368,NA,6.1,5.2,NA,NA,NA,7.4,NA,NA,NA,0.99543798,0.990143,NA,NA,NA,1,NA,NA,NA,283.92,295.61,NA,NA,NA,254.75,NA,NA,NA,286.2,293.57,NA,NA,NA,252.55,NA,NA,NA,6.1686668,5.2382779,NA,NA,NA,7.4159002,NA,NA,NA,99.5,98.8,NA,NA,NA,100,NA,NA,4742.25,NA,NA,NA,2437.1,972.99,0,0,1297.34,1726.4,2243.99,1576.92,NA
"Bonópolis","2019",99799000,"22.243",96156000,52322000,0.544136611339906,3398000,0.0353384084196514,17401000,0.180966346353842,23034000,0.239548234119556,1252,NA,4.6,4.3,NA,NA,NA,5.4,NA,NA,NA,0.95867002,0.93980402,NA,NA,NA,0.96832299,NA,NA,NA,250.66,273.83,NA,NA,NA,199.05,NA,NA,NA,239.03,269.57,NA,NA,NA,207.46,NA,NA,NA,4.8284998,4.5750108,NA,NA,NA,5.542304,NA,NA,NA,96.1,93.4,NA,NA,NA,96.7,NA,NA,3350,NA,NA,NA,0,1235.35,0,0,1305.74,1402.84,1940.66,2100.91,NA
"Santa Rosa de Goiás","2019",46182000,"19.843",43326000,11718000,0.270461154964686,2859000,0.0659880902922033,14027000,0.323754789272031,14722000,0.33979596547108,1424,NA,4.8,4.5,NA,NA,NA,7.2,NA,NA,NA,0.94856101,0.95388198,NA,NA,NA,1,NA,NA,NA,249.11,277.54,NA,NA,NA,238.82,NA,NA,NA,256.01,276.92,NA,NA,NA,255,NA,NA,NA,5.0854998,4.7337799,NA,NA,NA,7.172647,NA,NA,NA,95.2,95.1,NA,NA,NA,100,NA,NA,2842.25,NA,NA,NA,0,1322.87,0,1500,1371.25,1811.75,1967.55,1449.86,NA
"Santa Rita do Araguaia","2019",151773000,"17.786",137218000,30826000,0.224649827282135,6821000,0.0497092218222099,61816000,0.450494833039397,37756000,0.275153405529887,1422,NA,NA,4.7,NA,NA,NA,5.7,NA,NA,NA,0.96677399,0.92523599,NA,NA,NA,0.94631302,NA,NA,NA,NA,281.01,NA,NA,NA,210.08,NA,NA,NA,NA,295.63,NA,NA,NA,223.47,NA,NA,NA,NA,5.048357,NA,NA,NA,6.0485749,NA,NA,NA,97,92,NA,NA,NA,94.7,NA,NA,6176.25,NA,NA,NA,0,1567.06,0,2046.56,1766.07,1973.08,2648.22,1831.69,NA
"Americano do Brasil","2019",76066000,"12.429",68658000,12608000,0.1836348276967,6866000,0.100002912989018,20889000,0.30424713798829,28295000,0.412115121325993,1230,NA,5.8,4.9,NA,NA,NA,6.2,NA,NA,NA,0.96985698,0.97730398,NA,NA,NA,0.98724103,NA,NA,NA,272.76,288.89,NA,NA,NA,217.16,NA,NA,NA,283.76,284.35,NA,NA,NA,227.03,NA,NA,NA,5.9423332,5.007895,NA,NA,NA,6.2454228,NA,NA,NA,97.3,97.5,NA,NA,NA,98.9,NA,NA,5321.25,NA,NA,NA,2083.5,1164.21,0,1331.06,1209.04,1427.49,1993.86,1048.83,NA
"Itapuranga","2019",479396000,"18.671",444711000,82778000,0.186138863216786,33582000,0.0755142103523412,208914000,0.469774752592133,119437000,0.26857217383874,1337,NA,5.8,5.1,NA,NA,NA,6.2,NA,NA,NA,0.96917701,0.95248097,NA,NA,NA,0.96850401,NA,NA,NA,277.35,297.32,NA,NA,NA,220.47,NA,NA,NA,283.38,300.39,NA,NA,NA,229.77,NA,NA,NA,6.012167,5.3593731,NA,NA,NA,6.3577042,NA,NA,NA,97,95.1,NA,NA,NA,96.7,NA,NA,26116,NA,NA,NA,1364.27,1255.29,0,1200,1432.5,1996.46,2238.52,1572.7,NA
"Três Ranchos","2019",54519000,"19.089",51513000,6581000,0.127754159144294,2865000,0.0556170287111991,21481000,0.417001533593462,20585000,0.399607865975579,1450,NA,6,4.9,NA,NA,NA,7.4,NA,NA,NA,1,0.95634103,NA,NA,NA,0.99427199,NA,NA,NA,268.2,294.6,NA,NA,NA,243.74,NA,NA,NA,290.32,284.92,NA,NA,NA,263,NA,NA,NA,5.9755001,5.1013789,NA,NA,NA,7.414773,NA,NA,NA,100,95.5,NA,NA,NA,99.4,NA,NA,2895.5,NA,NA,NA,0,1212.5,0,970.29,1439.77,1837.61,1768.09,1506.26,NA
"Alvorada do Norte","2019",140741000,"16.039",131370000,17171000,0.130707162974804,11008000,0.0837938646570754,61801000,0.470434650224557,41390000,0.315064322143564,1228,6.3,5.1,4.6,NA,NA,NA,6,5.6,NA,0.982759,0.98699898,0.96828401,NA,NA,NA,0.98585498,0.98934603,NA,233.25,249.8,278.67,NA,NA,NA,213.24,269.29,NA,220.27,261.05,278.64,NA,NA,NA,221.27,267.79,NA,6.4087791,5.1810002,4.7749939,NA,NA,NA,6.064044,5.6181669,NA,98.2,98.7,96.8,NA,NA,NA,98.5,98.9,NA,8355.5,NA,NA,NA,2199.65,925.56,5270,3413.28,1302.26,1946.45,2212.51,1494.66,NA
"Mutunópolis","2019",65560000,"17.128",62407000,23103000,0.370198855897576,2337000,0.0374477222106494,15381000,0.246462736551989,21586000,0.345890685339786,1371,NA,5.3,4.9,NA,NA,NA,5.6,NA,NA,NA,0.98140001,1,NA,NA,NA,1,NA,NA,NA,258.57,279.95,NA,NA,NA,200.05,NA,NA,NA,262.76,287.17,NA,NA,NA,209.11,NA,NA,NA,5.3556671,4.9138088,NA,NA,NA,5.592165,NA,NA,NA,97.9,100,NA,NA,NA,100,NA,NA,3635.25,NA,NA,NA,0,1096.07,0,0,1148.1,1565.12,2641.41,1608.2,NA
"Itapaci","2019",378650000,"16.639",351940000,48476000,0.137739387395579,62705000,0.178169574359266,141639000,0.402452122520884,99119000,0.281636074330852,1335,NA,5.3,5,NA,NA,NA,6,5,NA,NA,0.95376199,0.97161502,NA,NA,NA,0.938541,0.91866797,NA,NA,270.91,287.97,NA,NA,NA,218.91,269.63,NA,NA,263.2,294.79,NA,NA,NA,231.13,257.36,NA,NA,5.5685,5.140892,NA,NA,NA,6.3553028,5.4499998,NA,NA,95.8,96.9,NA,NA,NA,93.7,92.1,NA,20429.75,NA,NA,NA,1944.06,2252.12,5586.54,2058.07,1411.27,1802.96,2405.05,1507.93,NA
"Flores de Goiás","2019",170032000,"10.328",161356000,53010000,0.328528223307469,5751000,0.0356416867051737,31094000,0.1927043307965,71501000,0.443125759190858,1304,NA,4.7,4.1,NA,NA,NA,4.7,NA,NA,NA,1,1,NA,NA,NA,0.92135698,NA,NA,NA,240.38,260.45,NA,NA,NA,181.74,NA,NA,NA,242.44,250.24,NA,NA,NA,198.47,NA,NA,NA,4.7140002,4.1032228,NA,NA,NA,5.0560122,NA,NA,NA,100,100,NA,NA,NA,91.7,NA,NA,13324.5,NA,NA,NA,2315.97,1699.4,1353.34,2061.03,1737.51,1651.42,2886.93,2148.08,NA
"Simolândia","2019",122794000,"15.976",108175000,8794000,0.0812941992142362,12505000,0.115599722671597,56706000,0.524206147446268,30170000,0.278899930667899,1433,NA,5.2,4.3,NA,NA,NA,5.3,NA,NA,NA,0.99748099,0.96625102,NA,NA,NA,0.9515,NA,NA,NA,255.41,272.77,NA,NA,NA,200.46,NA,NA,NA,259.3,263.36,NA,NA,NA,205.36,NA,NA,NA,5.2455001,4.472064,NA,NA,NA,5.5280552,NA,NA,NA,99.7,96.7,NA,NA,NA,94.6,NA,NA,5935,NA,NA,NA,0,1116.49,0,0,1044.3,1295.07,2277.92,1870.55,NA
"Santa Terezinha de Goiás","2019",146652000,"16.696",136994000,22747000,0.166043768340219,5629000,0.0410893907762384,67059000,0.489503189920726,41559000,0.303363650962816,1426,NA,5.3,4.7,NA,NA,NA,6,5.5,NA,NA,0.9576,0.94098598,NA,NA,NA,0.99066401,0.94776797,NA,NA,265.54,289.35,NA,NA,NA,214.75,271.54,NA,NA,269.1,282.61,NA,NA,NA,217.11,277.23,NA,NA,5.577333,4.9904828,NA,NA,NA,6.0121102,5.8130002,NA,NA,95.9,93.6,NA,NA,NA,99.2,94.4,NA,10559.25,"Obras de pérolas naturais ou cultivadas, de pedras preciosas ou semipreciosas, pedras sintéticas ou reconstituídas","Índia",85829,1023.27,1487.98,0,998,1170.7,2110.06,1900.3,1484.61,NA
"Paraúna","2019",934884000,"90.385",874429000,503030000,0.57526683126932,94119000,0.107634810830839,207320000,0.237091862232383,69959000,0.0800053520640326,1395,6.2,4.9,4.4,NA,NA,NA,6.5,6.1,NA,0.99127799,0.99320298,0.993981,NA,NA,NA,0.97414201,0.98363298,NA,208.8,245.13,265.54,NA,NA,NA,224.17,286.01,NA,233.55,251.97,266.6,NA,NA,NA,242.44,285.91,NA,6.2178502,4.9518328,4.4093361,NA,NA,NA,6.6669612,6.198667,NA,98.7,99.3,99.3,NA,NA,NA,97.1,98.3,NA,10710,NA,NA,NA,0,2134.82,3573.46,1250.02,1900.6,2236.03,2542.72,2015.71,NA
"Castelândia","2019",128181000,"30.148",111174000,26417000,0.237618507924515,3874000,0.0348462770072139,59475000,0.534972205731556,21409000,0.192572004245597,1273,NA,5.5,4.5,NA,NA,NA,5.1,NA,NA,NA,0.92645001,0.89014602,NA,NA,NA,0.86748499,NA,NA,NA,277.42,294.32,NA,NA,NA,206.14,NA,NA,NA,277,282.32,NA,NA,NA,221.22,NA,NA,NA,5.9070001,5.0608201,NA,NA,NA,5.93399,NA,NA,NA,92.6,88.9,NA,NA,NA,87.3,NA,NA,3148.25,"Milho Soja, mesmo triturada Soja, mesmo triturada Soja, mesmo triturada Milho Milho Milho Milho Milho Soja, mesmo triturada Soja, mesmo triturada Milho Milho Soja, mesmo triturada Milho Milho","Portugal Taiwan (Formosa) Japão Vietnã Irã Espanha Japão Coreia do Sul Vietnã Tailândia China Malásia Egito Paquistão Arábia Saudita Taiwan (Formosa)",34902626,0,0,0,0,1773.74,3638.88,1876.98,1825.01,NA
"Britânia","2019",127021000,"21.766",118090000,38508000,0.326090270132949,7128000,0.0603607418070963,40446000,0.342501481920569,32008000,0.271047506139385,1254,NA,5.3,4.2,NA,NA,NA,6.3,NA,NA,NA,0.93489099,0.87383097,NA,NA,NA,0.92815799,NA,NA,NA,268.7,284.57,NA,NA,NA,224.5,NA,NA,NA,270.07,275.95,NA,NA,NA,250.28,NA,NA,NA,5.6465001,4.8253961,NA,NA,NA,6.8223982,NA,NA,NA,93.6,87,NA,NA,NA,93.8,NA,NA,5648.5,NA,NA,NA,0,2114.02,0,1025.72,1292.38,1632.61,1861.01,2172.96,NA
"Amaralina","2019",70298000,"18.237",67873000,33559000,0.4944381418237,2189000,0.0322514107229679,11917000,0.175577917581365,20209000,0.297747263271109,1229,NA,5.4,4.7,NA,NA,NA,4.8,NA,NA,NA,0.98728299,0.98240203,NA,NA,NA,0.85110098,NA,NA,NA,263.29,279.64,NA,NA,NA,197.8,NA,NA,NA,266.82,276.17,NA,NA,NA,214.33,NA,NA,NA,5.5019999,4.7545338,NA,NA,NA,5.6506839,NA,NA,NA,98.7,97.7,NA,NA,NA,87.3,NA,NA,3309.5,NA,NA,NA,0,1240.87,0,0,886.05,1663.82,1552.36,1944.66,NA
"Itapirapuã","2019",155499000,"30.740",145704000,51639000,0.354410311316093,10374000,0.0711991434689507,53911000,0.370003568879372,29780000,0.204386976335584,1336,5.6,4.7,NA,NA,NA,NA,5,NA,NA,0.93300003,0.95779598,0.87410402,NA,NA,NA,0.887389,NA,NA,207.41,242.94,NA,NA,NA,NA,202.71,NA,NA,225.47,249.33,NA,NA,NA,NA,206.88,NA,NA,6.0380058,4.8713331,NA,NA,NA,NA,5.5979719,NA,NA,93.3,95.6,88,NA,NA,NA,89.7,NA,NA,7960.25,NA,NA,NA,0,1060.15,0,2014.63,1200.25,2254.08,1863.54,1878.44,NA
"Santa Tereza de Goiás","2019",65495000,"19.006",61792000,19088000,0.308907301916106,2572000,0.0416235111341274,19055000,0.308373252200932,21076000,0.341079751424133,1425,5.1,5.4,5.1,NA,NA,NA,6,NA,NA,0.91304302,0.98188102,0.97625703,NA,NA,NA,0.986287,NA,NA,203.92,264.54,295.44,NA,NA,NA,216.58,NA,NA,205.33,263.77,294.32,NA,NA,NA,220.82,NA,NA,5.5905728,5.4720001,5.2461171,NA,NA,NA,6.115993,NA,NA,90.9,98.1,97.1,NA,NA,NA,98.7,NA,NA,3468.5,NA,NA,NA,1000,998,0,0,1319.06,3241.92,1734.42,1813.71,NA
"Posse","2019",574468000,"16.315",525427000,32326000,0.0615232943872317,48701000,0.0926884229398185,281382000,0.535530149763906,163019000,0.310260036123001,1408,7.1,5.6,4.6,NA,NA,NA,7,5.9,5.8,1,0.98346299,0.965321,NA,NA,0.896007,0.99677998,0.97968102,0.93247902,238.32,267.22,277.69,NA,NA,NA,233.92,279.82,325.72,253.52,275.95,281.7,NA,NA,NA,252.94,282.63,331.42,7.1355019,5.7195001,4.8031511,NA,NA,NA,7.044425,6.0409999,6.2204781,100,98.4,96.5,NA,NA,85.1,99.6,98,92.9,34040.25,NA,NA,NA,2234.62,1520.1,0,1020.23,1466.6,1854.83,2733.46,1757.69,NA
"Mundo Novo","2019",104880000,"21.377",98607000,37701000,0.382335939639174,4921000,0.0499051791454968,29163000,0.295749794639326,26822000,0.272009086576004,1370,6.9,5.2,4.8,NA,NA,NA,6,NA,NA,0.97616899,0.96095598,0.96014202,NA,NA,NA,0.93370801,NA,NA,235.08,258.79,293.33,NA,NA,NA,220.88,NA,NA,252.25,268.35,275.67,NA,NA,NA,231.35,NA,NA,7.0523572,5.452333,4.9527421,NA,NA,NA,6.3953109,NA,NA,97.2,96.2,95.6,NA,NA,NA,93.4,NA,NA,6251.25,NA,NA,NA,0,821.45,0,1535.12,1240.87,2420.16,1875.54,1967.74,NA
"Turvânia","2019",99888000,"21.005",94953000,38222000,0.402535991490527,5438000,0.0572704390593241,25001000,0.263298684612387,26292000,0.276894884837762,1452,NA,6.3,4.8,NA,NA,NA,6.1,NA,NA,NA,1,1,NA,NA,NA,0.972489,NA,NA,NA,279.39,277.29,NA,NA,NA,224.19,NA,NA,NA,297.44,279.88,NA,NA,NA,221.11,NA,NA,NA,6.2806668,4.7716112,NA,NA,NA,6.2602639,NA,NA,NA,100,100,NA,NA,NA,97.3,NA,NA,4569.75,NA,NA,NA,0,1021.24,0,0,1160.97,1654.58,1878.17,1575.92,NA
"Cavalcante","2019",291439000,"29.616",285311000,12399000,0.0434578407422076,179077000,0.627655435647416,39360000,0.137954723091644,54476000,0.190935505465965,1276,NA,3.8,3.5,NA,NA,NA,4.7,NA,NA,NA,0.81718701,0.87044698,NA,NA,NA,0.87876803,NA,NA,NA,244.66,255.38,NA,NA,NA,189.36,NA,NA,NA,233.02,250.91,NA,NA,NA,203.64,NA,NA,NA,4.6281672,4.0365849,NA,NA,NA,5.2934122,NA,NA,NA,82,86.3,NA,NA,NA,87.5,NA,NA,9539.75,NA,NA,NA,679.54,1048.32,8613.21,0,1382.53,2001.96,2279.21,1192.51,NA
"Faina","2019",117199000,"17.483",111664000,42494000,0.380552371399914,4497000,0.0402726035248603,29017000,0.259859936953718,35656000,0.319315088121507,1301,NA,4.8,4.3,NA,NA,NA,5.3,NA,NA,NA,0.96198303,0.94336301,NA,NA,NA,0.958534,NA,NA,NA,244.91,273.61,NA,NA,NA,195.36,NA,NA,NA,251.5,269.2,NA,NA,NA,210.17,NA,NA,NA,4.940167,4.5665212,NA,NA,NA,5.5273032,NA,NA,NA,96.3,94,NA,NA,NA,95.7,NA,NA,7048.25,NA,NA,NA,0,1118.94,0,76.77,1146.25,2282.89,1717.81,1584.53,NA
